iter,group,kind,n_total,n_mask,alpha_med,alpha_q25,alpha_q75,alpha_powerlaw,r2_powerlaw,alpha_tempered,lambda_tempered,r2_tempered,dr2_tempered_minus_powerlaw
0,all,noise,200000,49,1.0999892015454091,0.9270608896875864,1.4781872168405448,1.3841512279901413,0.962018489409947,0.6163235609909313,0.001075001818773282,0.9999584371107592,0.037939947700812104
0,decay,noise,200000,49,1.0794978690115837,0.9212242404309853,1.4791879335425553,1.3793890365069874,0.9577930392101555,0.5592263966053395,0.0010078975285044611,0.9999028835651339,0.04210984435497844
0,no_decay,noise,200000,49,2.0110807164285447,1.715804257254183,2.484653286685022,2.3625991180446038,0.9827468906548578,1.0102664662942542,0.0002378582211224935,0.999627978227258,0.016881087572400255
0,norm,noise,200000,49,1.996955221670306,1.7319169182390652,2.4680681898600705,2.3661373891626205,0.9824330914615371,1.0052009526126668,0.00023489722079719053,0.9994892447716689,0.017056153310131772
0,embed,noise,200000,49,0.6774160406893522,0.6272878755750027,0.7125477308688422,0.7768692975178351,0.9510970029179096,0.45990005615520246,0.00024128206384991754,0.9967434100005018,0.045646407082592266
100,all,noise,200000,49,1.1524938081710823,0.9485903348412181,1.4728513208615968,1.3872520311187164,0.9750090996804591,0.8164101963483882,0.00023910075944905918,0.9993966911464071,0.024387591465947933
100,decay,noise,199999,49,1.1678866515668045,0.9399076684217356,1.471296070033303,1.3900371573584263,0.9750658001411969,0.824220380313532,0.00024325364972883288,0.9992295200678902,0.024163719926693306
100,no_decay,noise,200000,49,0.9393945141650919,0.8934178910696668,1.0572209760199915,1.098974764849657,0.9706867051663893,0.6604296378492358,0.0003257441607040795,0.9989972339455112,0.02831052877912188
100,norm,noise,200000,49,0.9476445887591405,0.8890381747044318,1.024705756122024,1.0876830358991807,0.9706174630449166,0.6568036623058835,0.00033299607672394654,0.9988166456044061,0.0281991825594895
100,embed,noise,200000,49,0.6333877226427318,0.6214639854957562,0.8082546723410834,0.8127436033353722,0.9504249038097391,0.4800015913368417,0.00022972966234208493,0.9987902848834699,0.048365381073730784
200,all,noise,200000,49,1.1837302702319046,1.0338380465966173,1.3630728133420886,1.3666479473536954,0.9824924805830266,0.8970873101111657,0.0002619894964251663,0.9999298402280722,0.017437359645045558
200,decay,noise,200000,49,1.1640564245017508,1.019806554587629,1.3798132277771946,1.3656294662594999,0.981162921748169,0.8800234172988527,0.0002554728177244741,0.9998940935504979,0.01873117180232886
200,no_decay,noise,200000,49,0.8994293813435352,0.8320045781776796,1.1412923433349997,1.1147604749048245,0.9452450029907234,0.43124870728267384,0.00023099241340738275,0.9974712734442827,0.05222627045355921
200,norm,noise,200000,49,0.9020704072842745,0.8291842252849351,1.1540601382483882,1.110279938304751,0.9445886419054719,0.4271728622374509,0.00023063638698933494,0.9974955456932394,0.05290690378776752
200,embed,noise,200000,49,0.6814242662765635,0.6408216331498445,0.7225820824501412,0.7890199349433978,0.9550058974519254,0.48367906336684935,0.0002753672228723824,0.997451276992942,0.04244537954101657
300,all,noise,200000,49,1.2330514177987077,1.1214808732007102,1.3943275383632825,1.41700131468306,0.9870393449481629,0.996901998609607,0.00027351170330684434,0.9999023668585731,0.012863021910410222
300,decay,noise,200000,49,1.2482048531751606,1.115045038941751,1.4200052980663023,1.4201068989502863,0.9861719617837748,0.9774506481019706,0.00026031208134759057,0.9999457964391856,0.013773834655410822
300,no_decay,noise,200000,49,1.0390805993452479,0.9584088667624192,1.1941864322692004,1.209119355824016,0.9604268588792186,0.5670620207173107,0.0002882564391731569,0.9979937363249611,0.0375668774457425
300,norm,noise,200000,49,1.0564610643596106,0.9373448579791032,1.1806596403064096,1.190753426374797,0.9592283506713489,0.5568760772034878,0.00029523463035514364,0.9978073923130346,0.038579041641685685
300,embed,noise,200000,49,0.6913682820827818,0.6496501324573982,0.70279650951806,0.7857335158955471,0.952407161693049,0.46662425195226986,0.00025790404805911554,0.9959348962606738,0.04352773456762482
400,all,noise,200000,49,1.3385051422547445,1.2039579180761897,1.5114888606801857,1.5232482037400819,0.9885942536505639,1.0790274171814471,0.00027092266275545733,0.9997847859458814,0.011190532295317523
400,decay,noise,200000,49,1.3467805302209892,1.2114867488576149,1.5245031702766378,1.5200151830203792,0.9889463737522729,1.0793900737878919,0.00027719225108793647,0.9998985971214922,0.010952223369219305
400,no_decay,noise,200000,49,1.2252891595972104,1.2059142197202493,1.4346798434596917,1.4965085733989487,0.9719953118561621,0.7109909878854246,0.0002606367175758354,0.9987890754367059,0.02679376358054386
400,norm,noise,200000,49,1.2290592153468236,1.218647669610537,1.421964538431567,1.4882106313220282,0.9715264001476359,0.7026094234229996,0.00025927799152490724,0.9985177425333466,0.02699134238571066
400,embed,noise,200000,49,0.7082768215278126,0.6438923525975606,0.7186229089013672,0.7796525352590619,0.9512249493163311,0.4604822593240723,0.0002630314587905063,0.9955210543464678,0.0442961050301367
500,all,noise,200000,49,1.4217316942419478,1.2467163737875218,1.5941019161520884,1.5927830215019425,0.9898813849182578,1.1339646014440359,0.0002887808904722158,0.9998481864697297,0.009966801551471893
500,decay,noise,200000,49,1.400015718845191,1.2658051308292804,1.5674076037873854,1.5724534945875346,0.9904037769231274,1.137426969441184,0.0003089946390554077,0.9998894203436581,0.00948564342053071
500,no_decay,noise,200000,49,1.31818688578656,1.2188267259602497,1.652243847871859,1.634463886821713,0.9717659659956223,0.7262668828751763,0.0002613216707904611,0.999770202606586,0.02800423661096374
500,norm,noise,200000,49,1.3135772420363718,1.217114021954997,1.6764019377661308,1.6397570629037497,0.9710098789421852,0.7047149896970591,0.0002494769459267514,0.9998321620471616,0.028822283104976476
500,embed,noise,200000,49,0.7190600183978553,0.6378733013615596,0.7260994145281189,0.7825458574451811,0.9509614531521542,0.4575221927850175,0.00025203412426648425,0.9947312602679883,0.043769807115834114
600,all,noise,200000,49,1.4843399948944098,1.3233986928034707,1.6995340192058128,1.6930957626054204,0.9892309633572919,1.1604536463891066,0.00025505356455259796,0.9997836619044557,0.010552698547163786
600,decay,noise,200000,49,1.4636565217003348,1.3055259579511909,1.7186352904278483,1.6787570848212454,0.9892504987397023,1.1576984464982067,0.00026333812867429713,0.9997414534647205,0.010490954725018264
600,no_decay,noise,200000,49,1.3982473925336614,1.307330757707499,1.745243962498836,1.7416817933854483,0.9705726877598609,0.6567072298070118,0.00022301862623855397,0.9994954086664126,0.02892272090655168
600,norm,noise,200000,49,1.4016046960536461,1.3228034893598237,1.7652846769953672,1.739154524147729,0.9712725605230347,0.6741554674049137,0.00022641029113093357,0.9995271778155481,0.02825461729251344
600,embed,noise,200000,49,0.7242434362766013,0.6519863333357977,0.7315464466255314,0.7879934123619542,0.9520740753140149,0.46535598659676286,0.0002589054920347424,0.9951033226327359,0.04302924731872104
700,all,noise,200000,49,1.545991967410091,1.355375878825427,1.780158288406923,1.7395676117618433,0.9902456101121432,1.2130766643538757,0.00027914469644450525,0.9996900106942356,0.009444400582092394
700,decay,noise,200000,49,1.5500120183438506,1.3577297596441984,1.7348433612936756,1.7296680621969938,0.9891395362212841,1.1626730122808604,0.0002580457276192224,0.9998721518188722,0.010732615597588091
700,no_decay,noise,200000,49,1.46367104060876,1.3545262543062773,1.8265913051144684,1.823518163634548,0.970358973815042,0.6331472851096263,0.00021857122182360487,0.9996032886334484,0.02924431481840639
700,norm,noise,200000,49,1.4750623968764893,1.3607181214042028,1.819807019806165,1.8254970057115578,0.9725179064378076,0.6890020016598747,0.00022841958567425876,0.9997128353160463,0.02719492887823871
700,embed,noise,200000,49,0.7236480140839103,0.6422729262863156,0.7319015058403202,0.7845781757663728,0.9520425873584624,0.4627039261517067,0.00026415394036017394,0.9950152274537241,0.042972640095261694
800,all,noise,200000,49,1.550845673806996,1.3592969602698428,1.800551292796347,1.7623065162396472,0.9884269025583788,1.166039039316347,0.0002587075224193205,0.9997096698480804,0.011282767289701567
800,decay,noise,200000,49,1.5512882155764767,1.340854008405124,1.832811312519799,1.7677307153340072,0.9885220736362397,1.179964142945967,0.000264924037812777,0.9995430645581131,0.011020990921873475
