iter,group,kind,n_total,n_mask,alpha_med,alpha_q25,alpha_q75,alpha_powerlaw,r2_powerlaw,alpha_tempered,lambda_tempered,r2_tempered,dr2_tempered_minus_powerlaw
0,all,grad,200000,49,0.9381486327962894,0.8016302577521728,1.306831340972459,1.2180434322458888,0.9524541918192471,0.5192899938264082,0.0033380768938214298,0.9999714643396325,0.0475172725203854
0,all,noise,200000,49,1.0999892015454091,0.9270608896875864,1.4781872168405448,1.3841512279901413,0.962018489409947,0.6163235609909313,0.001075001818773282,0.9999584371107592,0.037939947700812104
0,all,delta,200000,49,1.092818466149633,0.9239165599223302,1.4630872957649834,1.3860995858662588,0.9598438120463235,0.580220817113752,0.0014853492794570673,0.9999815789829721,0.04013776693664861
0,all,mean,200000,49,0.9424270939862595,0.7763842091914441,1.293920073415984,1.1983921846118388,0.9515203221066304,0.5149207688476237,0.003206163309693598,0.9999819063183352,0.04846158421170477
0,decay,grad,200000,49,0.9502888483293821,0.7937604841481817,1.3123966537282858,1.224679413875039,0.9510066984226979,0.5030570672862078,0.003240361847185732,0.99995002419796,0.04894332577526206
0,decay,noise,200000,49,1.0791782986722627,0.9166505318370679,1.4866411340747625,1.3866126425338274,0.9569079670816785,0.5453901852866709,0.000978099962032057,0.999972680002344,0.04306471292066549
0,decay,delta,200000,49,1.0937311631310949,0.9316563131227626,1.5041501948086924,1.3969543291302082,0.9594317005852804,0.5787374865045174,0.0014641206630532832,0.9999800572269449,0.04054835664166456
0,decay,mean,200000,49,0.9239174461039807,0.7770564249295198,1.302629628665903,1.2021565707894202,0.9484005387799832,0.48057610859660266,0.0030243954547564604,0.999920674572223,0.051520135792239796
0,embed,grad,200000,49,1.4271887068884728,0.9452094474198489,1.5769572513314838,0.9643485672532297,0.9734138293577455,0.8459062613767795,0.000982051036503789,0.9767896165190849,0.0033757871613394608
0,embed,noise,200000,49,0.6930940025336839,0.6296574111975664,0.7103926590727121,0.7804304372505635,0.9519129349770957,0.46481582130188687,0.00023990146478439242,0.9965426371412957,0.044629702164199925
0,embed,delta,200000,49,0.8966157338467609,0.42168315981862425,1.1541637996608514,0.4718433164321449,0.8470532783154022,0.17646139335583522,0.0002423248201244015,0.9826795538590688,0.13562627554366657
0,embed,mean,200000,49,1.7244014316089573,1.4864506432043998,1.7956896713503947,1.3558180655789478,0.9800132505343592,1.6748158313979031,inf,0.9936053000016658,0.013592049467306633
0,no_decay,grad,200000,49,1.8865880384601454,1.6517648332116333,2.2792275494765857,2.2058329188001493,0.9849419485823474,1.1482407477209728,0.0008990728813096358,0.9992461998590213,0.014304251276673896
0,no_decay,noise,200000,49,1.9925483276127718,1.7218157457803707,2.480308908749927,2.3688799479564335,0.9825619495607706,1.0109910060158986,0.00023672153475456917,0.9995077147130084,0.01694576515223778
0,no_decay,delta,200000,49,2.0564066336561044,1.725599843536448,2.5464260752963006,2.420321082086669,0.9815681949851396,0.9417916617358635,0.00031156478959294025,0.9996558813586502,0.01808768637351066
0,no_decay,mean,200000,49,1.8911845681915804,1.6309966016390622,2.248450393442516,2.1778384000471123,0.98527182851223,1.173034626381229,0.0008917500765162143,0.9990484097545307,0.013776581242300634
0,norm,grad,200000,49,1.8800316088121414,1.6246676127157844,2.2776625201822713,2.1843707104079746,0.9852239349381894,1.1436902095664634,0.0009172527768739109,0.9994520355257757,0.014228100587586279
0,norm,noise,200000,49,2.0164160511408316,1.716004620494195,2.4747584837343464,2.360479045698093,0.9834247480878541,1.0528694856297918,0.0002460933043715599,0.9995311127531628,0.01610636466530868
0,norm,delta,200000,49,2.0051429098998286,1.7645645973227833,2.4919927958018704,2.3965233266311188,0.9813418327231489,0.9159437795722093,0.00031192079206380466,0.9998106688106855,0.018468836087536578
0,norm,mean,200000,49,1.8610680117752958,1.6548883270144712,2.1993332048124135,2.164677706410735,0.9847037605249744,1.138561085522131,0.0008722794856522408,0.9990691120778734,0.014365351552898975
100,all,grad,200000,49,0.9799340637547095,0.8956019044994314,1.165349669026773,1.136858033297293,0.9893539406386721,0.9199617056191927,0.00042365831799862894,0.9989310249160653,0.009577084277393233
100,all,noise,200000,49,1.0057004521262507,0.9177941559048264,1.123515526917216,1.1204189204888861,0.9916357744111848,0.9182952233832545,0.0003122338856809001,0.99983260355918,0.008196829147995244
100,all,delta,200000,49,0.8839288369027146,0.8285958270188728,1.003518583343352,1.027753747991256,0.9841848765176322,0.7796217029143492,0.00035645250536188656,0.9998443942958136,0.01565951777818142
100,all,mean,200000,49,1.0519537903430614,0.9656016090937621,1.2528756170838617,1.211949005380934,0.9916297388132889,1.0300367234720118,0.00035117581232465585,0.9975737659839287,0.0059440271706397985
100,decay,grad,200000,49,0.9545328103525614,0.8847940371867313,1.1635260118686754,1.1315767912651948,0.987100193471818,0.8881219267612419,0.00038061255092141185,0.9989492923400031,0.011849098868185082
100,decay,noise,200000,49,0.979067583087773,0.9255301471777366,1.0906687541302185,1.1018824020238382,0.9913897587395162,0.899519737312799,0.0003217188029026566,0.9999433301418623,0.008553571402346138
100,decay,delta,200000,49,0.8817526363155352,0.8322105432392413,1.0384883583711728,1.0390424270005922,0.9837234235706555,0.7828904901431597,0.0003433932994500165,0.9998192955843678,0.01609587201371232
100,decay,mean,200000,49,1.0186604986783436,0.9408188742513683,1.2894863700326387,1.208600077927579,0.989024650394418,0.9911975385376721,0.00029568742005345913,0.9972959579923476,0.0082713075979296
100,embed,grad,200000,49,0.6152071014991427,0.5557218159308797,0.6728457555520516,0.7080949542798406,0.9456261482767686,0.4268180799598481,0.0002447009282137727,0.9974513469231123,0.05182519864634372
100,embed,noise,200000,49,0.6444879871418208,0.6418346542510845,0.7842501360637804,0.8183902325273867,0.9529532192033525,0.4884230864982488,0.00022272618916343448,0.9986218859361768,0.045668666732824326
100,embed,delta,200000,49,0.4609284181470522,0.2918858115207273,0.8080110017604283,0.4138541487868277,0.8247754591065086,0.15780693544552454,0.00022575657743120086,0.9901842196087615,0.16540876050225284
100,embed,mean,200000,49,1.0178921261259708,0.9570924088620134,1.0904135240513009,1.1144931451114861,0.9926510183218404,0.9224387663469298,0.00019640824883993457,0.9998773555170566,0.007226337195216148
100,no_decay,grad,200000,49,0.8239438848326928,0.7135720527344194,1.1585410005257297,1.0714022826380445,0.9505926876482955,0.5085084498844419,0.00041546305883861554,0.9998488791373165,0.04925619148902094
100,no_decay,noise,200000,49,0.7184064823400621,0.6820208065669646,0.9946545537562369,0.9325487286459871,0.9490032996201674,0.4905490247774714,0.000273033367488373,0.9995798187816989,0.0505765191615315
100,no_decay,delta,200000,49,0.7265476939947425,0.6854099400206523,0.9948869434372634,0.9336446993237598,0.9505191811846107,0.4976436102630682,0.0004043983402643812,0.9995904083975731,0.04907122721296242
100,no_decay,mean,200000,49,0.8470512220634265,0.7334888205342338,1.2098888814198125,1.1158347380461986,0.9475258264953155,0.48055742974450644,0.00031278760035384793,0.9997862671366431,0.05226044064132762
100,norm,grad,200000,49,0.8250478373422598,0.7178617848625026,1.1440223948049257,1.0706654631319432,0.9528659670472911,0.5260057067449571,0.0004294215830967711,0.9998901555295349,0.04702418848224377
100,norm,noise,200000,49,0.7150582433759174,0.6870709541539332,0.9763175035893401,0.927678286559417,0.9493707897868463,0.4880536979636182,0.00027499869659565696,0.9994234538281679,0.05005266404132158
100,norm,delta,200000,49,0.7330148570021983,0.6854176403808281,0.966331249794047,0.9270921755212921,0.951224543678241,0.49844598358509945,0.0004122160598310065,0.999499743921251,0.04827520024300991
100,norm,mean,200000,49,0.8468770001307688,0.742623818396827,1.2208270691685503,1.1117128667469327,0.948151494906864,0.48704081302816005,0.0003159041885934813,0.9997976781212558,0.05164618321439174
200,all,grad,200000,49,0.992655603809299,0.9773763447355364,1.0037230570572566,1.0259984576277128,0.9948330780671342,0.9069249828329962,0.0005897130686513388,0.9984470415862212,0.003613963519087049
200,all,noise,200000,49,1.002608034363862,0.9675591047046481,1.0216549961035835,1.0133288671355396,0.9940825866837416,0.90675832375166,0.0005424746096885521,0.9969736825477737,0.002891095864032134
200,all,delta,200000,49,0.9163887897513402,0.8877030042351997,0.9258425668585726,0.9436069986450862,0.9883158261180752,0.7747858605128882,0.0004765673241177732,0.9968098666775963,0.008494040559521077
200,all,mean,200000,49,1.1481461596781442,1.0453761241718602,1.2424713304281854,1.1969134990803176,0.9986653633303243,1.138138241854428,0.000727770867834317,0.99931999159394,0.0006546282636157308
200,decay,grad,200000,49,0.9873364623406522,0.9744466485004365,0.9983084882063991,1.0213482730442878,0.9955652812976014,0.913398161383847,0.0006770984090542435,0.9986921225785735,0.0031268412809721813
200,decay,noise,200000,49,1.0078014832457005,0.9626377446103725,1.0215249290932666,1.0151265046820017,0.9941704230628519,0.9067000691865706,0.0005386980460621715,0.9971424696084823,0.0029720465456304357
200,decay,delta,200000,49,0.9147270369688296,0.8891979834675097,0.9258380282729237,0.944442641144068,0.989401912928686,0.7872125714496749,0.0005194978185100515,0.9968722967881336,0.007470383859447649
200,decay,mean,200000,49,1.1618168256965207,1.071593026612801,1.2195044864698616,1.181712751843012,0.9990050786630447,1.13824044045928,0.0010251067133147977,0.9993714953177242,0.00036641665467951334
