iter,group,kind,n_total,n_mask,alpha_med,alpha_q25,alpha_q75,alpha_powerlaw,r2_powerlaw,alpha_tempered,lambda_tempered,r2_tempered,dr2_tempered_minus_powerlaw
0,all,grad,200000,49,0.9451992635064785,0.8184411098946947,1.296926091825931,1.222804118525684,0.9537695361959029,0.527601575518397,0.003366300887456849,0.9999338913017662,0.046164355105863364
0,all,noise,200000,49,1.0905773068092135,0.9279355367862693,1.4520082660180904,1.3813331182357658,0.96079443765186,0.596228902638911,0.001032266161962496,0.9999454161568329,0.039150978504972844
0,all,delta,200000,49,1.099514723463039,0.9214157331418605,1.4811910013214913,1.3844058162466442,0.95901197863955,0.5680603775929871,0.0014380979985664229,0.9999853188782248,0.04097334023867483
0,all,mean,200000,49,0.9300383251357422,0.7702412485003323,1.2954664231903914,1.1965223100519982,0.9510085703943019,0.5100702666425925,0.003182613088155902,0.9999809932788747,0.04897242288457282
0,decay,grad,200000,49,0.9413478387076706,0.815939595190317,1.315972575889075,1.2240633311895353,0.9526537198444256,0.5192645524636086,0.003325049692666013,0.9999615555613043,0.04730783571687869
0,decay,noise,200000,49,1.1091230211307739,0.9286404860701494,1.483390550239529,1.390218092469544,0.9620370003214666,0.6185964602048752,0.0010586967088366474,0.9999287846074963,0.037891784286029795
0,decay,delta,200000,49,1.0767183101163589,0.9275571273412802,1.4814104309223926,1.3886921142217934,0.9571299949233951,0.5444404551311989,0.0013913270336035361,0.9999865036048926,0.042856508681497485
0,decay,mean,200000,49,0.9238455056656523,0.7740100124243776,1.3054098515599255,1.2003940495733803,0.9482254352447219,0.479535361596856,0.003020814761248333,0.9999230013109497,0.051697566066227774
0,embed,grad,200000,49,1.4227841841949629,0.9254184932862999,1.5806748677055986,0.9507864712763335,0.973500718607625,0.833836451069853,0.0010243003314108253,0.97702360829695,0.003522889689325015
0,embed,noise,200000,49,0.6836253465471631,0.6319585054562435,0.7102173701064272,0.7778104873772397,0.9525757524096582,0.46809427120782116,0.0002509123625539846,0.9968104623803702,0.044234709970711994
0,embed,delta,200000,49,0.9002806641710438,0.4227261850968942,1.1652933661999927,0.4717845582609299,0.8475761102280207,0.1814879307691884,0.00025004323059477426,0.983435874763293,0.13585976453527226
0,embed,mean,200000,49,1.7317724992837316,1.4991297677386406,1.7983996569150604,1.355952730315482,0.9797211277941122,1.6763402455961613,inf,0.9934211382429289,0.013700010448816635
0,no_decay,grad,200000,49,1.8961482317218485,1.5993953016006022,2.3028262478290964,2.2084150132144864,0.9845514974389512,1.1396562050517878,0.0008857031297398777,0.999176797564893,0.014625300125941765
0,no_decay,noise,200000,49,2.020880562200361,1.751024049746926,2.4374886364397463,2.366108609695725,0.984073789596857,1.0455212928518638,0.0002387521929590782,0.9998406943520601,0.01576690475520315
0,no_decay,delta,200000,49,2.0879916916088277,1.7274386166810358,2.455591394940908,2.4021725930947264,0.9818859099638944,0.9340198964040615,0.00030813399142030424,0.999838414438173,0.017952504474278652
0,no_decay,mean,200000,49,1.9142107630429104,1.6078679944031045,2.240629983775994,2.17626625026422,0.9852841320460657,1.1563016634007082,0.0008751948215221793,0.9993422675047839,0.014058135458718257
0,norm,grad,200000,49,1.8794369326142912,1.623274447263349,2.261717996782161,2.1969601480281566,0.984430121267498,1.1315877809540762,0.0008878762052939394,0.9991306782144906,0.014700556946992682
0,norm,noise,200000,49,2.036776960470622,1.7287619835714132,2.453498135922683,2.3621573838854113,0.9841338486280329,1.0757996870716025,0.00024560367516821924,0.9996160195591447,0.015482170931111816
0,norm,delta,200000,49,2.0193725366489175,1.7529485504832214,2.4947739609807877,2.3935551017556245,0.982787864627723,0.9819767801488305,0.00032084538366687664,0.9998300187325364,0.017042154104813356
0,norm,mean,200000,49,1.8893584558754801,1.6332457915901228,2.1741741419770237,2.162873140465348,0.9846164943051228,1.1175094561610943,0.0008518208611356299,0.9993230467965328,0.014706552491410063
100,all,grad,200000,49,0.9696392381536698,0.8762378779794553,1.0739222391921928,1.0492818953305023,0.9962864813825231,0.9568179135327469,0.0010972007479891068,0.9990354722827123,0.0027489909001892077
100,all,noise,200000,49,1.0084622783860815,0.9374205650545923,1.0606924676415015,1.0735092840045972,0.995503200434355,0.9410695495944186,0.000459661908888435,0.999741026912876,0.004237826478521001
100,all,delta,200000,49,0.8788548743583171,0.831419060758152,0.9486446523202612,0.9819172241153629,0.9892372379665841,0.7960938844960075,0.00045122216643092604,0.9999487335320523,0.010711495565468132
100,all,mean,200000,49,1.0202232364827704,0.9394633859261675,1.1529171153342537,1.0980552259500114,0.9974732257374224,1.052194898805923,0.0016743946944724275,0.9981253845623792,0.0006521588249568389
100,decay,grad,200000,49,0.9426448192531363,0.8590914159720207,1.0815601069159677,1.0442544641131637,0.9947467458171949,0.9304343589251248,0.0008794152032893505,0.9988877590863263,0.0041410132691314105
100,decay,noise,200000,49,0.99778313958982,0.9202973655409619,1.0566299524040077,1.0695996049973737,0.9947004506267445,0.925585047937168,0.00042587581455572163,0.9996615227058718,0.004961072079127327
100,decay,delta,200000,49,0.8892471895115415,0.8232878436078976,0.9367226331694654,0.9792205231133263,0.9895552581438635,0.7970807677142786,0.00046935923787210594,0.9999064286549753,0.010351170511111785
