iter,group,kind,n_total,n_mask,alpha_med,alpha_q25,alpha_q75,alpha_powerlaw,r2_powerlaw,alpha_tempered,lambda_tempered,r2_tempered,dr2_tempered_minus_powerlaw
0,all,grad,200000,49,0.9381486327962894,0.8016302577521728,1.306831340972459,1.2180434322458888,0.9524541918192471,0.5192899938264082,0.0033380768938214298,0.9999714643396325,0.0475172725203854
0,all,noise,200000,49,1.0999892015454091,0.9270608896875864,1.4781872168405448,1.3841512279901413,0.962018489409947,0.6163235609909313,0.001075001818773282,0.9999584371107592,0.037939947700812104
0,all,delta,200000,49,1.092818466149633,0.9239165599223302,1.4630872957649834,1.3860995858662588,0.9598438120463235,0.580220817113752,0.0014853492794570673,0.9999815789829721,0.04013776693664861
0,all,mean,200000,49,0.9424270939862595,0.7763842091914441,1.293920073415984,1.1983921846118388,0.9515203221066304,0.5149207688476237,0.003206163309693598,0.9999819063183352,0.04846158421170477
0,embed,grad,200000,49,1.424987624897187,0.9175032062198734,1.5714768684377178,0.9527404942925091,0.9735947668707776,0.8378854301574795,0.001042631704903546,0.9770606571656332,0.003465890294855556
0,embed,noise,200000,49,0.6781211397544553,0.6330253101493828,0.71313433500018,0.7802699280391349,0.951175430723213,0.462380593473066,0.00024139114159509446,0.996810589480919,0.045635158757706074
0,embed,delta,200000,49,0.9007614283815539,0.4260874409517041,1.1525949472936048,0.4724683210470493,0.8476639507101644,0.1825908906860484,0.00024724992069060113,0.9831259020373468,0.13546195132718242
0,embed,mean,200000,49,1.718999958080086,1.4421477489104662,1.7994006171826527,1.3258463944656678,0.9781434158679041,1.636589620408812,inf,0.9924827791900588,0.014339363322154686
0,norm,grad,200000,49,1.89031154913332,1.6305395868556283,2.236530146541368,2.185440350896366,0.9859596224136485,1.1834062200002402,0.0009609093959916255,0.9993382795229008,0.013378657109252234
0,norm,noise,200000,49,2.0286630106679118,1.7551710316345532,2.4502219448710916,2.36320084232993,0.9835430311149671,1.0173087955632734,0.00023890043319728531,0.9998666000794175,0.01632356896445042
0,norm,delta,200000,49,2.0276833057076047,1.744328917564442,2.4193782419830923,2.368781045827744,0.9839490083610296,1.0417950951968349,0.0003532891272569582,0.9998245345342941,0.015875526173264487
0,norm,mean,200000,49,1.8668784626149644,1.6544804700350815,2.2014776444285324,2.155326981606262,0.985796657647455,1.1666864262717136,0.0009136350871639732,0.9993459324852921,0.013549274837837078
100,all,grad,200000,49,0.9668250479195344,0.8992198682294054,1.1753167901748705,1.1338317341927364,0.9895982182131857,0.9232817198423365,0.00044166452453555527,0.9988211910133693,0.009222972800183582
100,all,noise,200000,49,0.9951113107954379,0.9194945530630674,1.1032804739022715,1.108411464564904,0.9919599090233896,0.9127685361851001,0.00032668409490322145,0.9998555486991396,0.007895639675750021
100,all,delta,200000,49,0.8811843509134301,0.8377095840451689,1.0176198534466532,1.0336074945222917,0.9833869479712539,0.771136548543046,0.0003333555199116997,0.9999554217750557,0.016568473803801775
100,all,mean,200000,49,1.0519537903430614,0.9656016090937621,1.2528756170838617,1.211949005380934,0.9916297388132889,1.0300367234720118,0.00035117581232465585,0.9975737659839287,0.0059440271706397985
100,embed,grad,200000,49,0.6157457531326297,0.5516158990942638,0.6679047019865753,0.7044317162282687,0.9444427568100502,0.4206773704307389,0.00024648840694753985,0.9969716983517167,0.05252894154166654
100,embed,noise,200000,49,0.6434524890343802,0.6333875990230613,0.7999575280910642,0.8129731396870884,0.952819293730989,0.48928091952150454,0.0002318729719583034,0.998661086055678,0.0458417923246891
100,embed,delta,200000,49,0.4614083653949642,0.2947006688049203,0.8107394828631114,0.4156680079288378,0.8259100855896435,0.1635691717469227,0.00023163671565825457,0.9904051901021339,0.1644951045124904
100,embed,mean,200000,49,0.9976689483157138,0.9528870044905196,1.0628975240954777,1.1011251380666651,0.9918216176607628,0.9006060183561706,0.00019051188490522714,0.999878731635113,0.00805711397435016
100,norm,grad,200000,49,0.817663840194137,0.7170202741481475,1.1453936661533866,1.0649431169344028,0.952022273745299,0.5199867370302435,0.00043387627490120063,0.9998982910750379,0.047876017329738896
100,norm,noise,200000,49,0.714238673207514,0.6870118668216407,0.975437999545268,0.9277544019424003,0.9497694522385789,0.4934979267374548,0.00028231408747698945,0.9995247863918831,0.04975533415330424
100,norm,delta,200000,49,0.7276446437912815,0.689007757465552,0.9737255674438734,0.9310721335383606,0.9518686243937704,0.5032862966308899,0.0004135982291764046,0.9995802825550109,0.047711658161240456
100,norm,mean,200000,49,0.8432256473296429,0.7469187854141773,1.207281828429777,1.110125539366796,0.948618860265439,0.48793455502313643,0.00031880774160526927,0.9997384059235349,0.051119545658095955
200,all,grad,200000,49,0.9865060477311556,0.9709505288187898,0.9955096916957595,1.025937884694318,0.9943419617989959,0.8984938586946627,0.000548818623516125,0.9984286580715767,0.0040866962725807365
200,all,noise,200000,49,0.9910505102248404,0.9563294332451174,1.0228107451751653,1.0114236306388467,0.993675676251164,0.9001655011628094,0.0005211813551160564,0.9967820106724959,0.003106334421331902
200,all,delta,200000,49,0.9157965200169397,0.8879327814034577,0.932021466321896,0.947780536665994,0.9895540803080937,0.7866044149214162,0.0004982342008302066,0.9975244100563522,0.007970329748258509
200,all,mean,200000,49,1.1481461596781442,1.0453761241718602,1.2424713304281854,1.1969134990803176,0.9986653633303243,1.138138241854428,0.000727770867834317,0.99931999159394,0.0006546282636157308
200,embed,grad,200000,49,0.5728198411521419,0.5084424674549544,0.6323339396307956,0.6519546792549896,0.9379547900748352,0.3855620241098733,0.00023834633528645505,0.9967633799028788,0.0588085898280436
200,embed,noise,200000,49,0.6803693395863251,0.6296497419502144,0.745785028799383,0.7905629602356109,0.9520886999770738,0.46991181474101446,0.00021281959792551167,0.9976506334307422,0.045561933453668435
200,embed,delta,200000,49,0.4282066063118502,0.2990447634832356,0.835541559254674,0.45018059562410834,0.8336066355600733,0.1709524458170492,0.0002126367676004886,0.99343456500004,0.1598279294399667
200,embed,mean,200000,49,1.014840470217858,0.9642033431888721,1.048390851677095,1.0607042768845922,0.9977259237641882,0.9716563628630548,0.00046722715977226076,0.9999168589178818,0.0021909351536936184
200,norm,grad,200000,49,0.916149160901353,0.8473040646476538,1.0605627907414723,1.0794341130041003,0.958683886649235,0.5516546183880612,0.00040949971821548737,0.998515379369564,0.03983149272032904
200,norm,noise,200000,49,0.8576902815135918,0.7747149455721254,0.9877360057704792,1.0061885017082048,0.9527209405115202,0.4994046294959851,0.00030002004457493724,0.99771933711604,0.044998396604519764
200,norm,delta,200000,49,0.8719060667390905,0.772149715469211,0.9913984144353594,1.003518134845418,0.951028468164797,0.48842331233936126,0.0004294678119655806,0.9976100878045262,0.04658161963972918
200,norm,mean,200000,49,0.982767396447073,0.9197755561351009,1.1458486878601764,1.145369141286658,0.962539813273521,0.5904528887421973,0.00027118440407515474,0.9985501016845529,0.03601028841103193
300,all,grad,200000,49,0.9988371007929565,0.9765526517140017,1.0269793221429824,1.0345322132114487,0.9939827396427324,0.9125211026888772,0.0004507912271783432,0.9974738670188023,0.0034911273760698247
300,all,noise,200000,49,1.049227273881968,0.9918354818038213,1.0568760494189648,1.0458680446538415,0.9940850531274441,0.9290228631196052,0.0004423697817796454,0.9971509065522748,0.003065853424830678
300,all,delta,200000,49,0.9592238906394639,0.9256018914077077,0.9823273286192316,0.990931183517509,0.9904417507318563,0.8284976091840903,0.00045049024084115307,0.9972241633859513,0.006782412654095071
300,all,mean,200000,49,1.1866930685301373,1.0960760149906683,1.24622978763164,1.2547859761120197,0.996200787430993,1.090230851297545,0.00014458731953843237,0.999778626450555,0.0035778390195619902
300,embed,grad,200000,49,0.5369143233782161,0.4832390321258827,0.6080842994403668,0.6245476738903509,0.9338740382843692,0.3679361762197415,0.00021284050091173999,0.9964990217544643,0.06262498347009504
300,embed,noise,200000,49,0.669507107825245,0.6183859418052258,0.7200856204186145,0.779095744800977,0.9531771182630977,0.47640703864621536,0.0002162404675576937,0.9974657468300493,0.04428862856695159
300,embed,delta,200000,49,0.4276533023940281,0.31497619708271274,0.8015920739818378,0.48902772799787636,0.8534683358699054,0.20401632702674707,0.00021285479599632794,0.995310854011123,0.1418425181412175
300,embed,mean,200000,49,1.0460910049387202,0.9755371316656278,1.200361047056727,1.2050740651904193,0.9879378328264988,0.9166714684610789,9.402345630570042e-05,0.9998459295768211,0.011908096750322228
300,norm,grad,200000,49,1.0048046543571414,0.9319517846299284,1.0396628739461655,1.1071370242106255,0.9734415317942255,0.6963005089245212,0.000565286705478862,0.9985415118459207,0.025099980051695114
300,norm,noise,200000,49,1.0088221321445459,0.9176937999215421,1.0554414596633035,1.093374704092706,0.970868241078384,0.6661598600138452,0.0004393582852734458,0.9978506159934964,0.02698237491511246
300,norm,delta,200000,49,1.0313218820461643,0.9144060305654297,1.0603351443680518,1.0924237947365787,0.9701499842229885,0.6572694154343616,0.0006358519408473036,0.9972226464684035,0.027072662245415047
300,norm,mean,200000,49,0.9799183507337001,0.9273314249376203,1.1319701532579072,1.1352058059073908,0.9701531474047241,0.6918246123368339,0.00029092718983980904,0.9983702629349723,0.028217115530248194
